merchant_id,merchant_name,category,city
1146,Guerra-Pena,Hotel,Hai Phong
1147,Freeman Ltd,Supermarket,Can Tho
1148,Duffy-Hughes,Shopping,Da Nang
1149,"Jennings, Gutierrez and Barker",Supermarket,Ho Chi Minh
1150,"Taylor, Decker and Stewart",Fuel,Hue
1151,Aguilar-Klein,Airline,Hai Phong
1152,Lopez and Sons,Coffee,Can Tho
1153,"Carlson, Scott and Serrano",Shopping,Da Nang
1154,"Hernandez, Harrison and Harris",Airline,Hai Phong
1155,Carney-Griffin,Coffee,Da Nang
1156,Leach PLC,Supermarket,Hanoi
1157,Fisher Inc,Restaurant,Hue
1158,Reed PLC,Coffee,Hue
1159,Mendez-Mendez,Supermarket,Hue
1160,"Fields, Johnson and Fritz",Hotel,Ho Chi Minh
1161,"Erickson, Rollins and Walters",Shopping,Can Tho
1162,Smith-Boone,Hotel,Hai Phong
1163,"Ward, Tucker and House",Hospital,Hanoi
1164,Reed Group,Coffee,Hue
1165,Boyle-Myers,Hotel,Ho Chi Minh
1166,Freeman and Sons,Coffee,Da Nang
1167,"Benjamin, Campbell and Smith",Coffee,Ho Chi Minh
1168,Jones-Carter,Hospital,Hai Phong
1169,Murphy Ltd,Hotel,Ho Chi Minh
1170,Romero and Sons,Supermarket,Hue
1171,Smith Ltd,Hotel,Da Nang
1172,Martinez-Foley,Fuel,Ho Chi Minh
1173,"Thornton, Mueller and Lloyd",Supermarket,Can Tho
1174,Martin Ltd,Coffee,Can Tho
1175,"Kent, Levy and Rivera",Hotel,Da Nang
1176,"Moran, Mendez and Reid",Hospital,Hue
1177,Ward Inc,Restaurant,Ho Chi Minh
1178,"Mason, Boone and Benton",Coffee,Ho Chi Minh
1179,Willis-Velez,Hotel,Can Tho
1180,Gutierrez Group,Supermarket,Can Tho
1181,"Flores, Solis and Ross",Restaurant,Hai Phong
1182,Ramsey-Carpenter,Restaurant,Hanoi
1183,"Smith, Kramer and Welch",Shopping,Da Nang
1184,Booth-Carter,Hospital,Hai Phong
1185,"Harris, Cobb and Carpenter",Coffee,Da Nang
1186,"Cunningham, Torres and Torres",Hotel,Hai Phong
1187,Grimes-Johnson,Supermarket,Hanoi
1188,Lopez and Sons,Supermarket,Da Nang
1189,Johnson PLC,Airline,Ho Chi Minh
1190,Lopez Group,Fuel,Can Tho
1191,Gibson and Sons,Fuel,Ho Chi Minh
1192,Chen PLC,Fuel,Can Tho
1193,Acosta Group,Restaurant,Da Nang
1194,Conner Ltd,Hospital,Hai Phong
1195,Irwin Inc,Airline,Hanoi
1196,"Griffin, Garcia and Woodward",Supermarket,Hue
1197,Thomas-Morton,Coffee,Can Tho
1198,Patterson and Sons,Airline,Da Nang
1199,Cordova PLC,Airline,Da Nang
1200,Gomez LLC,Shopping,Da Nang
1201,"Kidd, Roberts and Rhodes",Hotel,Hanoi
1202,Grant-Cox,Coffee,Da Nang
1203,Jenkins-Carrillo,Restaurant,Ho Chi Minh
1204,Hurley and Sons,Coffee,Hue
1205,Davidson-Jones,Supermarket,Hue
1206,"Nelson, Martin and Williams",Airline,Hai Phong
1207,Fuentes PLC,Restaurant,Hanoi
1208,"Ellison, Hamilton and Sanchez",Restaurant,Hanoi
1209,Kaufman-Flores,Shopping,Can Tho
1210,Brown LLC,Supermarket,Hue
1211,"West, Armstrong and Lewis",Hotel,Can Tho
1212,Bradley and Sons,Airline,Da Nang
1213,"Howell, Warner and Mcfarland",Restaurant,Can Tho
1214,"Rodriguez, Montoya and Ortiz",Airline,Can Tho
1215,"Aguilar, Barrett and Lucero",Hospital,Hanoi
1216,Perry-Lee,Shopping,Hai Phong
1217,"Holt, Brown and Mccarthy",Fuel,Can Tho
1218,Brooks PLC,Airline,Hue
1219,Wells-Murphy,Fuel,Hanoi
1220,"Durham, Brennan and Santos",Hospital,Hanoi
1221,"Johnson, Williams and Burns",Coffee,Hai Phong
1222,"Salas, Becker and Jimenez",Airline,Ho Chi Minh
1223,Osborne PLC,Supermarket,Can Tho
1224,Freeman-Mcguire,Restaurant,Hanoi
1225,Jones LLC,Hotel,Hue
1226,Mitchell Ltd,Supermarket,Hai Phong
1227,"Barry, Medina and Nguyen",Supermarket,Hai Phong
1228,Wiley-Jones,Fuel,Da Nang
1229,Williams Group,Hotel,Hanoi
1230,Jones-Reid,Coffee,Hanoi
1231,Cunningham Inc,Restaurant,Hai Phong
1232,"Wilson, Thomas and Carpenter",Shopping,Da Nang
1233,Proctor-Pearson,Hotel,Da Nang
1234,"Glenn, Higgins and Wagner",Restaurant,Can Tho
1235,Fletcher Ltd,Supermarket,Da Nang
1236,Smith-Lopez,Hotel,Da Nang
1237,Brown Group,Restaurant,Ho Chi Minh
1238,Brady Group,Shopping,Can Tho
1239,Brown-Shaw,Hospital,Hanoi
1240,Cole-Mathews,Restaurant,Hue
1241,Lopez LLC,Hospital,Ho Chi Minh
1242,French Group,Fuel,Hanoi
1243,"Long, Goodman and Tran",Hospital,Hanoi
1244,Frederick Group,Hospital,Hai Phong
1245,Howard-Gallagher,Supermarket,Can Tho
1246,Rivera-Stewart,Coffee,Can Tho
1247,Gardner-Black,Coffee,Can Tho
1248,Hess-Stanley,Supermarket,Can Tho
1249,Santos LLC,Hotel,Da Nang
1250,"Johnson, Williams and Ortega",Fuel,Hai Phong
1251,Pacheco LLC,Hospital,Hai Phong
1252,"Martin, Guzman and Irwin",Hospital,Hanoi
1253,Francis PLC,Hotel,Can Tho
1254,Williams and Sons,Coffee,Da Nang
1255,Miller-Mcdonald,Shopping,Ho Chi Minh
1256,Brown Inc,Hospital,Hue
1257,"Henderson, Thomas and Williams",Hotel,Da Nang
1258,Harris-Keller,Hospital,Hanoi
1259,Bass-Kelly,Shopping,Da Nang
1260,Bowman and Sons,Fuel,Da Nang
1261,Callahan Group,Restaurant,Ho Chi Minh
1262,Meyer LLC,Hotel,Hanoi
1263,"Boyle, Flores and Schultz",Supermarket,Hai Phong
1264,Sandoval PLC,Airline,Hue
1265,Cortez Group,Supermarket,Hai Phong
1266,"Salazar, Jensen and Morales",Coffee,Can Tho
1267,Berger-Wright,Airline,Hai Phong
1268,Moore-Carson,Airline,Ho Chi Minh
1269,"Kline, Flores and Fox",Shopping,Hai Phong
1270,Yu-Sullivan,Shopping,Hanoi
1271,Johnson-Strong,Restaurant,Hue
1272,Reyes LLC,Airline,Da Nang
1273,Mccoy PLC,Supermarket,Hanoi
1274,"Peterson, Davis and Mcdonald",Restaurant,Can Tho
1275,Weber PLC,Airline,Can Tho
1276,"Walker, Blevins and Shelton",Hotel,Can Tho
1277,Lane Group,Restaurant,Ho Chi Minh
1278,"Smith, Arnold and Stevens",Supermarket,Hanoi
1279,Ramirez-Hahn,Hospital,Ho Chi Minh
1280,Valdez Inc,Supermarket,Can Tho
1281,Nunez-Diaz,Hotel,Ho Chi Minh
1282,Baker-Rodriguez,Restaurant,Ho Chi Minh
1283,Rodriguez-Green,Hospital,Ho Chi Minh
1284,Gomez Ltd,Restaurant,Hanoi
1285,Jones and Sons,Coffee,Hanoi
1286,"Ward, Cruz and Rios",Hospital,Hue
1287,Dean and Sons,Restaurant,Can Tho
1288,Berry and Sons,Airline,Hai Phong
1289,Gutierrez-Wilson,Restaurant,Can Tho
1290,Hall PLC,Hospital,Da Nang
1291,Montgomery and Sons,Airline,Hanoi
1292,"Walton, Torres and Morgan",Shopping,Hai Phong
1293,Clay Group,Coffee,Da Nang
1294,Williams Inc,Coffee,Ho Chi Minh
1295,Wilson and Sons,Airline,Ho Chi Minh
1296,Jenkins-Bailey,Supermarket,Hue
1297,"Eaton, Gentry and Wagner",Airline,Hai Phong
1298,"Barnes, Robinson and Wilson",Shopping,Ho Chi Minh
1299,Graham LLC,Hospital,Hanoi
1300,Carroll PLC,Shopping,Da Nang
1301,Howard PLC,Airline,Ho Chi Minh
1302,Moore Ltd,Hospital,Hue
1303,Zimmerman Ltd,Airline,Hai Phong
1304,Anderson Group,Coffee,Can Tho
1305,Vaughan-Barrett,Fuel,Hai Phong
1306,"Ruiz, Mora and Erickson",Hotel,Hue
1307,Dickerson and Sons,Shopping,Can Tho
1308,"Rodriguez, Hill and Ball",Airline,Can Tho
1309,"Acevedo, Webster and Patel",Fuel,Hue
1310,"Pierce, Espinoza and Boyd",Airline,Hai Phong
1311,"White, Rivera and Romero",Airline,Ho Chi Minh
1312,Hansen-Buchanan,Hotel,Da Nang
1313,"Mccarty, Anderson and Alvarez",Coffee,Hai Phong
1314,Young PLC,Hotel,Can Tho
1315,"Williams, Murphy and Villa",Shopping,Hai Phong
1316,Acevedo Group,Fuel,Hanoi
1317,Patterson Inc,Hotel,Can Tho
1318,Pierce-Rivas,Hospital,Can Tho
1319,"Nielsen, Zimmerman and Irwin",Shopping,Ho Chi Minh
1320,"Walker, Nguyen and Rogers",Hospital,Hue
1321,"Hart, Gutierrez and Myers",Airline,Ho Chi Minh
1322,Sanders PLC,Hospital,Ho Chi Minh
1323,"Ortiz, Benson and Griffin",Hospital,Da Nang
1324,"Schneider, Brooks and Henry",Supermarket,Hanoi
1325,"Day, Irwin and Moon",Supermarket,Hai Phong
1326,Wagner Group,Supermarket,Hue
1327,"Hughes, Ellis and Farmer",Coffee,Da Nang
1328,Torres-Cox,Restaurant,Can Tho
1329,Reyes Group,Supermarket,Hue
1330,Green PLC,Supermarket,Hanoi
1331,Dennis PLC,Fuel,Hai Phong
1332,Smith LLC,Airline,Da Nang
1333,"Ferrell, Berry and Glover",Restaurant,Hanoi
1334,"Yoder, Huffman and Watson",Airline,Hanoi
1335,Forbes PLC,Airline,Hue
1336,Wheeler-Beasley,Fuel,Hue
1337,Patterson Ltd,Supermarket,Can Tho
1338,"Alvarado, Hernandez and Petty",Airline,Ho Chi Minh
1339,Gonzalez-Moreno,Fuel,Hai Phong
1340,Robinson-Sparks,Restaurant,Hue
1341,Randall-Wood,Shopping,Ho Chi Minh
1342,Johnson Inc,Fuel,Ho Chi Minh
1343,Marshall-King,Shopping,Can Tho
1344,"Murray, Fletcher and Gutierrez",Shopping,Hai Phong
1345,"Hill, Mejia and Butler",Fuel,Hue
1346,Thompson-Tran,Airline,Can Tho
1347,Stevens-Martin,Coffee,Da Nang
1348,"King, Wood and Martin",Shopping,Da Nang
1349,Nguyen PLC,Airline,Hue
1350,"Hicks, Sloan and Ross",Shopping,Ho Chi Minh
1351,Morales-Evans,Hotel,Hue
1352,Garrett-Ortega,Coffee,Can Tho
1353,Cole-Mitchell,Fuel,Hanoi
1354,"Allen, Simpson and Lewis",Hospital,Da Nang
1355,"Thompson, Kelley and Collins",Fuel,Da Nang
1356,"Dalton, Dean and Powell",Airline,Can Tho
1357,"Cruz, Smith and Young",Supermarket,Da Nang
1358,Vega LLC,Coffee,Hanoi
1359,"Wilson, Best and Blair",Fuel,Da Nang
1360,Adkins-Robinson,Fuel,Hai Phong
1361,Patel PLC,Fuel,Hai Phong
1362,"Hill, Johnston and Lopez",Shopping,Hue
1363,"Jacobs, Miller and Rosales",Supermarket,Hanoi
1364,Hess-Smith,Airline,Can Tho
1365,"House, Jones and Glenn",Fuel,Hanoi
1366,"Soto, King and Ward",Restaurant,Da Nang
1367,Smith-Potts,Airline,Can Tho
1368,Rivas Inc,Supermarket,Can Tho
1369,Reynolds PLC,Supermarket,Hai Phong
1370,"Gonzalez, Barron and Gregory",Shopping,Hai Phong
1371,Mason-Jackson,Shopping,Da Nang
1372,Williams-Richardson,Coffee,Hai Phong
1373,"Erickson, Campbell and Harvey",Fuel,Can Tho
1374,Oneill-Rodriguez,Supermarket,Hai Phong
1375,Pena-Allen,Supermarket,Hue
1376,"Graham, Simmons and Peters",Hospital,Da Nang
1377,"Adams, Harrison and Marquez",Shopping,Da Nang
1378,Petersen-Lambert,Hospital,Da Nang
1379,Fernandez-Brown,Hotel,Da Nang
1380,"Hanna, Woods and Robinson",Hospital,Da Nang
1381,Smith PLC,Airline,Hue
1382,Sanchez-Martin,Hotel,Ho Chi Minh
1383,"Lynch, Williams and Cortez",Hotel,Hai Phong
1384,Clark-Campbell,Hotel,Hue
1385,Lee Ltd,Hotel,Ho Chi Minh
1386,Long and Sons,Supermarket,Hai Phong
1387,"Ho, Garcia and Walker",Coffee,Can Tho
1388,Payne-Ibarra,Hotel,Hai Phong
1389,"King, Taylor and Frost",Shopping,Hai Phong
1390,Wagner Inc,Hotel,Da Nang
1391,"Neal, Anderson and Collins",Supermarket,Hai Phong
1392,Johnson-Young,Hospital,Ho Chi Minh
1393,Lam-Mitchell,Coffee,Hai Phong
1394,Gonzalez-Mccarthy,Coffee,Hue
1395,"Brown, Copeland and Ford",Restaurant,Ho Chi Minh
1396,Dixon-Simon,Coffee,Can Tho
1397,Jones-Fisher,Fuel,Can Tho
1398,"Walker, Woods and Bass",Restaurant,Can Tho
1399,"Moran, Hill and Green",Fuel,Hanoi
1400,Washington-Sanford,Coffee,Hue
1401,"Schultz, Miller and Mcneil",Hospital,Ho Chi Minh
1402,Valencia Ltd,Fuel,Hanoi
1403,"Ford, Thomas and Martin",Airline,Ho Chi Minh
1404,Patrick-Sanchez,Coffee,Can Tho
1405,Kirby-Sullivan,Shopping,Ho Chi Minh
1406,"Walker, Russell and Bailey",Airline,Hanoi
1407,Williams LLC,Shopping,Hue
1408,Alvarez-Morris,Coffee,Da Nang
1409,Frank and Sons,Restaurant,Hanoi
1410,"Romero, Watson and Phillips",Supermarket,Can Tho
1411,Guzman Group,Fuel,Hue
1412,"Taylor, Smith and Parker",Airline,Hue
1413,King-Williams,Restaurant,Hai Phong
1414,"Reed, Walker and Cooper",Coffee,Ho Chi Minh
1415,"Durham, Williams and Anderson",Coffee,Hue
1416,Dominguez PLC,Restaurant,Ho Chi Minh
1417,Espinoza-Kennedy,Airline,Hue
1418,"Hall, Harrell and Stevenson",Airline,Da Nang
1419,Parks LLC,Fuel,Da Nang
1420,"Riggs, Dickson and Patterson",Coffee,Ho Chi Minh
1421,Dawson LLC,Hotel,Ho Chi Minh
1422,Young-Hendricks,Supermarket,Da Nang
1423,Powers PLC,Coffee,Da Nang
1424,Gill Inc,Airline,Hai Phong
1425,"Duncan, Welch and Davis",Hotel,Can Tho
1426,Anderson-Ray,Shopping,Ho Chi Minh
1427,Cline-Miller,Shopping,Hanoi
1428,Andersen-Watson,Airline,Da Nang
1429,Willis PLC,Coffee,Hanoi
1430,Powers and Sons,Shopping,Ho Chi Minh
1431,Cunningham Group,Supermarket,Hanoi
1432,Mitchell and Sons,Airline,Hai Phong
1433,"Moore, Ramos and Johnson",Airline,Hue
1434,Mcknight PLC,Airline,Hue
1435,Crawford-Pena,Hotel,Can Tho
1436,"Wilson, Terry and Cuevas",Coffee,Hue
1437,Holmes-Brown,Supermarket,Da Nang
1438,"Anderson, Mclaughlin and Gray",Restaurant,Da Nang
1439,"Brown, Anderson and Rivera",Restaurant,Hanoi
1440,Herman Inc,Coffee,Can Tho
1441,Rosario PLC,Supermarket,Hai Phong
1442,"English, Fletcher and Osborn",Airline,Hue
1443,"Brown, Klein and Martinez",Coffee,Can Tho
1444,Reese LLC,Coffee,Hue
1445,Reese Inc,Hospital,Hai Phong
1446,Martinez and Sons,Hospital,Da Nang
1447,"Smith, Burnett and Moore",Fuel,Ho Chi Minh
1448,Rivera-Bell,Shopping,Da Nang
1449,"Miller, Miller and Baker",Airline,Hue
1450,Gutierrez LLC,Restaurant,Hue
1451,Morris-Estrada,Restaurant,Hue
1452,"Mcclain, Monroe and Williams",Restaurant,Hanoi
1453,Benitez-Dunn,Airline,Ho Chi Minh
1454,Gregory Ltd,Shopping,Ho Chi Minh
1455,"Hopkins, Vaughan and Thornton",Shopping,Ho Chi Minh
1456,"Nixon, Hensley and Houston",Airline,Hanoi
1457,"Garcia, Brown and Lopez",Restaurant,Can Tho
1458,Berry LLC,Shopping,Can Tho
1459,Anderson-Coleman,Fuel,Hanoi
1460,Mills LLC,Shopping,Hai Phong
1461,Williams Group,Coffee,Ho Chi Minh
1462,"Cox, Gilmore and Marquez",Shopping,Hanoi
1463,Leonard LLC,Shopping,Hue
1464,Fletcher-Sims,Airline,Hue
1465,"Donaldson, Carter and Zhang",Shopping,Da Nang
1466,"Brooks, Newman and Melendez",Hospital,Hai Phong
1467,Vasquez-Scott,Hospital,Can Tho
1468,Castillo Ltd,Hospital,Da Nang
1469,Holland-Mccullough,Coffee,Hanoi
1470,Reed LLC,Fuel,Can Tho
1471,"Rosales, Johnston and Johnson",Hospital,Can Tho
1472,"Sanchez, Armstrong and Johnson",Hotel,Hanoi
1473,Morris Inc,Fuel,Hai Phong
1474,Winters-Wagner,Airline,Hai Phong
1475,Williams and Sons,Fuel,Can Tho
1476,Diaz Inc,Supermarket,Ho Chi Minh
1477,"Mejia, Waller and Strong",Shopping,Ho Chi Minh
1478,"Williams, Silva and Weaver",Fuel,Ho Chi Minh
1479,Odonnell-Martinez,Shopping,Hue
1480,"Monroe, Yates and Franklin",Hotel,Hue
1481,Brewer Ltd,Supermarket,Hanoi
1482,Dorsey-Lara,Fuel,Da Nang
1483,Parrish-Francis,Fuel,Can Tho
1484,Chavez Ltd,Fuel,Ho Chi Minh
1485,"Wise, Smith and Perez",Airline,Can Tho
1486,Parrish PLC,Shopping,Da Nang
1487,Howard-Sanders,Fuel,Hue
1488,Fritz Ltd,Restaurant,Hue
1489,Riddle-Brown,Hotel,Can Tho
1490,"Olson, Scott and Tran",Fuel,Da Nang
1491,Alexander Ltd,Fuel,Hai Phong
1492,Hampton Group,Shopping,Ho Chi Minh
1493,Brown Inc,Hotel,Hue
1494,Harris-Medina,Airline,Hai Phong
1495,Graham-Stewart,Hospital,Hue
1496,Bennett PLC,Hospital,Hanoi
1497,"Griffin, Powell and Terry",Coffee,Hue
1498,"Hernandez, Perez and Wilson",Airline,Da Nang
1499,Abbott-Harris,Coffee,Hue
1500,Williams-Cox,Airline,Hanoi
1501,Lindsey and Sons,Airline,Ho Chi Minh
1502,York and Sons,Restaurant,Can Tho
1503,"Church, Kane and Reid",Supermarket,Da Nang
1504,Savage-Jackson,Hospital,Can Tho
1505,Parker and Sons,Restaurant,Ho Chi Minh
1506,Gomez-White,Coffee,Can Tho
1507,Wright Group,Shopping,Hue
1508,Scott Inc,Coffee,Hue
1509,Brewer Inc,Shopping,Hue
1510,"Serrano, Carter and Valdez",Supermarket,Da Nang
1511,"Walker, Williams and Dominguez",Airline,Ho Chi Minh
1512,"Jackson, Jones and Rojas",Coffee,Can Tho
1513,Smith-Ball,Restaurant,Da Nang
1514,Edwards and Sons,Fuel,Hue
1515,"Eaton, Lewis and Michael",Airline,Ho Chi Minh
1516,Delgado-Perkins,Hospital,Hai Phong
1517,Mcdonald-Snyder,Fuel,Hai Phong
1518,Daniels PLC,Airline,Hanoi
1519,"Mcdowell, Reed and Berry",Coffee,Can Tho
1520,Gibson-Palmer,Hotel,Da Nang
1521,Kelly Inc,Restaurant,Hai Phong
1522,Payne-Marshall,Coffee,Hai Phong
1523,"Decker, Cobb and Cole",Hospital,Hanoi
1524,Flores-Martinez,Shopping,Hue
1525,Raymond LLC,Airline,Ho Chi Minh
1526,Bauer Inc,Restaurant,Hai Phong
1527,Jones-Perkins,Fuel,Hanoi
1528,Davis Inc,Supermarket,Hai Phong
1529,"Thomas, Carter and Roberson",Hotel,Da Nang
1530,Stevens-Lopez,Shopping,Ho Chi Minh
1531,"Russell, Lowe and Irwin",Supermarket,Hai Phong
1532,"Sanchez, Curtis and Decker",Coffee,Ho Chi Minh
1533,"Stewart, Hodge and Fritz",Hospital,Ho Chi Minh
1534,Trevino PLC,Restaurant,Hanoi
1535,Brown Inc,Shopping,Hai Phong
1536,"Herman, Hunter and Hamilton",Coffee,Hanoi
1537,"Tucker, Myers and Curry",Hotel,Ho Chi Minh
1538,Aguilar Group,Hotel,Hai Phong
1539,Bryant-Proctor,Restaurant,Hanoi
1540,Powell Group,Shopping,Ho Chi Minh
1541,"Jones, Rios and Flores",Hotel,Can Tho
1542,Castillo PLC,Airline,Hanoi
1543,"Sanchez, Lambert and Sanchez",Hospital,Hanoi
1544,"Walton, Cochran and Jones",Hospital,Hanoi
1545,Gallegos Inc,Airline,Hai Phong
1546,Collins-Johnson,Airline,Can Tho
1547,"Ellison, Jones and Marshall",Airline,Can Tho
1548,Walker Inc,Supermarket,Hai Phong
1549,"Payne, Barnes and Richardson",Shopping,Hanoi
1550,"Martin, Perry and Moore",Coffee,Hue
1551,"Johnson, Lopez and Patton",Supermarket,Ho Chi Minh
1552,Myers LLC,Airline,Hai Phong
1553,Werner-Luna,Shopping,Hai Phong
1554,Thomas and Sons,Restaurant,Hai Phong
1555,Collins Inc,Hospital,Hue
1556,Lane-Turner,Airline,Da Nang
1557,Wong and Sons,Supermarket,Ho Chi Minh
1558,Hurst Inc,Restaurant,Hue
1559,Smith Ltd,Supermarket,Can Tho
1560,Davenport-Vasquez,Restaurant,Da Nang
1561,"Rodriguez, Hunter and Weber",Restaurant,Hanoi
1562,Fields-Reed,Supermarket,Ho Chi Minh
1563,Rodriguez-Alvarado,Coffee,Ho Chi Minh
1564,"Rojas, Jones and Smith",Supermarket,Can Tho
1565,Noble-Jones,Coffee,Hanoi
1566,Duran-Bates,Hotel,Ho Chi Minh
1567,"Larsen, Sanchez and Black",Coffee,Can Tho
1568,"Moore, Levy and Robinson",Coffee,Da Nang
1569,"Mcfarland, Massey and Matthews",Fuel,Can Tho
1570,Ortiz-Love,Supermarket,Hai Phong
1571,Scott Inc,Fuel,Can Tho
1572,Parker Ltd,Hospital,Can Tho
1573,"Powers, Anderson and Williams",Fuel,Hanoi
1574,Richards LLC,Coffee,Can Tho
1575,Martinez-Johnson,Fuel,Da Nang
1576,"Dougherty, Rodriguez and Thompson",Restaurant,Hue
1577,"Torres, Jackson and Alvarado",Restaurant,Can Tho
1578,"Garcia, Townsend and Miller",Airline,Hue
1579,Knapp Ltd,Restaurant,Hanoi
1580,Cummings-Doyle,Shopping,Hai Phong
1581,"Walker, Harrison and Carr",Hospital,Da Nang
1582,Green and Sons,Coffee,Hue
1583,Gonzales-May,Airline,Ho Chi Minh
1584,Davidson PLC,Restaurant,Can Tho
1585,Kelly LLC,Hotel,Da Nang
1586,Briggs Group,Restaurant,Can Tho
1587,"Combs, Thompson and Henry",Restaurant,Hanoi
1588,Romero Inc,Hospital,Ho Chi Minh
1589,Gutierrez-Mason,Fuel,Can Tho
1590,Smith Group,Supermarket,Hai Phong
1591,Baker-Allison,Fuel,Ho Chi Minh
1592,Butler-Foley,Coffee,Hue
1593,Holland-Davidson,Hospital,Hai Phong
1594,Ellis LLC,Hotel,Ho Chi Minh
1595,"Fernandez, Payne and Potter",Hospital,Hai Phong
1596,"Collier, Smith and Brown",Coffee,Hue
1597,Kidd LLC,Shopping,Ho Chi Minh
1598,Leonard-Morrison,Supermarket,Da Nang
1599,Meyers Inc,Fuel,Hai Phong
1600,Rose and Sons,Shopping,Ho Chi Minh
1601,Hammond Group,Supermarket,Can Tho
1602,Marks Inc,Fuel,Hanoi
1603,Hicks Ltd,Fuel,Ho Chi Minh
1604,Lawrence-Heath,Shopping,Ho Chi Minh
1605,Leon-Torres,Hospital,Hai Phong
1606,"White, Ritter and Craig",Hospital,Hue
1607,Gaines LLC,Fuel,Hue
1608,Wilson LLC,Hotel,Ho Chi Minh
1609,Burnett Group,Supermarket,Hue
1610,"Payne, Calhoun and Moody",Fuel,Hai Phong
1611,"Moss, Stein and Johnson",Shopping,Ho Chi Minh
1612,Anderson-Lee,Hotel,Hai Phong
1613,"Mendez, Clark and Vega",Fuel,Can Tho
1614,Cooke LLC,Restaurant,Da Nang
1615,"Burnett, Lopez and Hammond",Airline,Hue
1616,Mcintosh-Ramirez,Fuel,Da Nang
1617,Jones-Evans,Fuel,Hanoi
1618,Taylor Group,Fuel,Can Tho
1619,Howell-Baker,Hospital,Da Nang
1620,Reyes-Garcia,Coffee,Ho Chi Minh
1621,Robinson Ltd,Restaurant,Hue
1622,Stevens Ltd,Hotel,Hai Phong
1623,Armstrong Inc,Coffee,Can Tho
1624,Wu LLC,Hospital,Hue
1625,Cook PLC,Hotel,Can Tho
1626,"Williams, Wilson and Reed",Fuel,Ho Chi Minh
1627,Gallegos and Sons,Coffee,Ho Chi Minh
1628,Lyons PLC,Supermarket,Hanoi
1629,"Mccoy, Hubbard and Simmons",Airline,Da Nang
1630,Gardner PLC,Fuel,Hanoi
1631,"Johnson, Carr and Chase",Coffee,Da Nang
1632,"Martin, Jones and Hurst",Hospital,Ho Chi Minh
1633,Hernandez-Robinson,Coffee,Da Nang
1634,Love-Hansen,Restaurant,Can Tho
1635,Allen-Fritz,Coffee,Hai Phong
1636,"Crane, Leon and Valenzuela",Hotel,Can Tho
1637,Galvan Group,Hotel,Da Nang
1638,"Harvey, Parker and Davis",Restaurant,Ho Chi Minh
1639,"Parsons, Martin and Parks",Hotel,Ho Chi Minh
1640,Drake Ltd,Restaurant,Can Tho
1641,Garcia-Kramer,Restaurant,Hue
1642,Perkins-Allison,Restaurant,Ho Chi Minh
1643,Moran-Ortiz,Airline,Hue
1644,Porter-Johnson,Hospital,Ho Chi Minh
1645,"Dalton, Flynn and Mendoza",Airline,Hai Phong
1646,Burns-Griffith,Hospital,Hue
1647,"Mercado, Henderson and Howell",Coffee,Da Nang
1648,Nguyen-Cherry,Supermarket,Can Tho
1649,Steele-Nixon,Hotel,Ho Chi Minh
1650,"Daniel, Heath and Hudson",Coffee,Da Nang
1651,Paul-Reeves,Restaurant,Hanoi
1652,Bean-Stevens,Fuel,Hanoi
1653,Garcia PLC,Hotel,Hanoi
1654,Torres-Massey,Restaurant,Can Tho
1655,"Lloyd, Moore and Cherry",Hospital,Hue
1656,Hudson-Collins,Supermarket,Hue
1657,Thomas Group,Hospital,Ho Chi Minh
1658,"Beasley, Baker and Smith",Coffee,Ho Chi Minh
1659,Warner-Anderson,Hospital,Hue
1660,Hays-White,Airline,Hai Phong
1661,"Lopez, Ford and Taylor",Hospital,Hue
1662,Wilson-Simmons,Fuel,Hai Phong
1663,Anderson LLC,Restaurant,Hai Phong
1664,Johnson-Walters,Restaurant,Ho Chi Minh
1665,Brown LLC,Supermarket,Ho Chi Minh
1666,Thompson and Sons,Airline,Can Tho
1667,Davis-Hampton,Hospital,Hanoi
1668,Moore-James,Hospital,Hue
1669,Baker Group,Fuel,Hue
1670,Petty-Williams,Coffee,Hanoi
1671,"Dyer, Reynolds and Fernandez",Shopping,Can Tho
1672,Gates and Sons,Hospital,Ho Chi Minh
1673,"Manning, Jackson and Davis",Fuel,Hanoi
1674,"Kim, Wood and Hayes",Hospital,Can Tho
1675,Gutierrez PLC,Shopping,Can Tho
1676,Hogan PLC,Restaurant,Ho Chi Minh
1677,"Mccoy, Munoz and Scott",Airline,Hanoi
1678,Wilson LLC,Fuel,Da Nang
1679,"Davidson, Sanders and Norris",Hospital,Hai Phong
1680,"Leblanc, Garcia and Bryant",Coffee,Hue
1681,Maldonado PLC,Airline,Hue
1682,Moore LLC,Airline,Da Nang
1683,"Benson, Velazquez and Lyons",Supermarket,Can Tho
1684,"Lee, Wood and Swanson",Hotel,Ho Chi Minh
1685,"Mccarthy, Willis and White",Coffee,Hanoi
1686,Figueroa-Stewart,Hotel,Hai Phong
1687,"Hughes, Miller and Fisher",Hospital,Hue
1688,Watson-Vazquez,Hotel,Hanoi
1689,Mitchell Inc,Hospital,Can Tho
1690,Clark Inc,Hotel,Can Tho
1691,Powell-Hernandez,Hotel,Hue
1692,Anderson-Robles,Shopping,Ho Chi Minh
1693,Gonzalez-Ashley,Airline,Da Nang
1694,Smith-Coleman,Fuel,Da Nang
1695,Jackson-Adams,Fuel,Hue
1696,Smith-Ford,Airline,Da Nang
1697,"Fowler, Smith and Mitchell",Airline,Can Tho
