swipe_id,card_id,merchant_id,amount,device_id,timestamp
17899,16892,90,1427.06,56386a4c-b42,2026-06-01 22:02:37
17900,6977,501,257.81,e36d8860-f89,2026-03-28 20:00:26
17901,8619,1038,2123.12,46585e8c-ccc,2026-06-06 12:29:52
17902,13051,369,2918.6,2d2f388b-23e,2026-06-10 16:09:56
17903,2572,947,715.41,775a8c4f-566,2026-01-18 16:42:09
17904,11219,1242,1326.28,55afaee2-514,2026-05-22 09:22:13
17905,12936,1440,1699.37,790066fe-dfa,2026-03-02 06:11:18
17906,8548,361,1262.33,ede8d66c-2bc,2026-01-22 15:10:19
17907,16288,1736,167.24,3cc9d5fc-d6e,2026-04-08 03:42:33
17908,6677,839,2307.17,4379e071-9ed,2026-02-02 05:41:40
17909,7743,1695,46.56,90d04419-bd9,2026-02-25 02:51:42
17910,3690,411,2748.92,5d22b392-b15,2026-01-07 19:15:17
17911,12614,1007,707.01,74905d54-475,2026-04-26 21:47:52
17912,3834,1645,26.13,681ab40a-37b,2026-06-26 10:28:14
17913,4240,431,1742.4,ed673009-540,2026-06-10 10:19:40
17914,15085,192,2317.17,cb6a0449-147,2026-06-02 19:04:34
17915,15884,1050,91.05,b3f0d0e3-ac6,2026-02-28 11:50:06
17916,6736,540,2857.14,da97ff22-680,2026-01-07 02:05:35
17917,7893,483,127.17,2e2a3c0e-aee,2026-02-06 18:43:25
17918,4318,1296,649.58,fb85dbf9-f8e,2026-02-19 10:44:40
17919,19809,582,1355.43,bc5531e2-3b0,2026-05-23 11:03:16
17920,10225,770,2749.94,8533a04a-065,2026-04-30 17:12:41
17921,7671,1558,1402.0,6a76e9ca-7a2,2026-04-09 03:10:46
17922,1638,1012,2831.26,3abfaa5d-c11,2026-02-06 23:45:09
17923,966,29,817.64,efd332ca-ae3,2026-03-18 22:29:33
17924,7245,277,678.75,1ea225a1-924,2026-04-20 21:24:50
17925,14102,307,91.2,52082659-03b,2026-05-01 04:21:25
17926,16862,1877,365.87,3224fb78-eae,2026-02-01 23:02:38
17927,1611,706,538.83,066e4061-ad3,2026-06-05 05:08:23
17928,15022,1010,640.52,12cbe68d-2ce,2026-03-09 06:26:41
17929,10170,1221,2364.77,7b93a40a-e87,2026-05-11 05:05:11
17930,2281,1805,1318.92,57f2dcb2-eba,2026-05-10 09:22:40
17931,17268,1633,1875.09,7b65909f-dc0,2026-03-11 10:35:49
17932,157,236,1525.95,858040a0-bdf,2026-05-10 12:54:04
17933,16297,817,1415.52,426d2a08-d18,2026-04-05 07:06:00
17934,16667,1760,1875.67,4c8639dc-0a2,2026-02-25 10:24:01
17935,12994,1669,72.6,68b92831-fef,2026-06-15 13:31:25
17936,16121,466,1343.24,53712888-9c7,2026-04-01 15:57:37
17937,16068,1747,2844.75,e3341ed4-01b,2026-02-15 10:27:17
17938,15349,356,1974.32,60fc7fd2-86d,2026-01-14 10:35:12
17939,18745,1766,274.55,f7abe9de-068,2026-03-09 12:37:25
17940,13641,292,2652.38,36d1852c-040,2026-05-03 11:44:24
17941,1198,637,2327.94,a40dfbcb-b0f,2026-04-20 21:44:53
17942,14800,1036,546.62,2fe8d82a-ed9,2026-06-12 03:20:55
17943,15356,1397,2147.72,c4ef898b-e29,2026-04-15 13:20:42
17944,3170,1812,2906.97,1a3780c2-50d,2026-02-07 18:02:56
17945,2797,1952,357.93,507650a9-9c6,2026-03-05 09:02:32
17946,6366,245,1981.38,2a91c52b-08a,2026-03-16 17:45:53
17947,18316,15,2303.05,aaf78cda-b59,2026-05-22 12:41:34
17948,14384,331,2088.44,c95719e4-034,2026-05-17 20:38:39
17949,12846,1548,2707.9,350db4d0-de1,2026-01-03 00:00:24
17950,10825,1067,257.4,6d72335a-de4,2026-03-24 15:35:40
17951,13224,861,1766.47,8a967a63-8b0,2026-01-15 08:32:31
17952,4135,574,281.54,014161f9-cc4,2026-05-07 17:31:35
17953,18784,210,1254.79,a6d0fcd7-5c9,2026-01-28 03:01:03
17954,4738,1013,2623.23,82834560-882,2026-05-12 12:23:26
17955,15622,989,1868.81,612a2adc-d17,2026-06-19 12:46:58
17956,4707,1201,2548.46,64618a74-eb3,2026-05-07 18:33:55
17957,12102,1948,989.84,cab182de-9bc,2026-02-21 05:26:32
17958,9608,1663,2862.54,45ec2d3d-aa1,2026-01-20 06:12:24
17959,2673,1410,2435.08,a1aa5ffe-2de,2026-04-20 21:47:54
17960,15189,891,533.75,43535919-fc0,2026-02-20 00:49:35
17961,3727,1073,2784.99,f84d44b4-3d3,2026-04-21 09:56:15
17962,10553,621,2504.17,76f48487-a55,2026-03-05 14:59:49
17963,1961,1429,110.41,b85cb5b4-3c2,2026-01-10 03:04:39
17964,18379,570,1066.4,8e1bc2a6-2e6,2026-06-23 15:57:49
17965,18772,1423,1351.58,30aac941-a47,2026-01-17 20:49:14
17966,669,11,2374.18,af7ea3f2-8a3,2026-06-11 00:51:10
17967,3759,1280,1632.24,d3fbf138-bbe,2026-02-14 13:20:58
17968,6641,847,1560.95,2d8fcca4-3c9,2026-03-27 15:56:23
17969,4871,845,751.78,bf205b9f-a3f,2026-01-27 20:36:22
17970,10975,959,227.14,1e8a19a1-55f,2026-05-08 10:30:52
17971,8924,483,2063.45,c3bf43d2-95c,2026-06-09 05:23:33
17972,14719,1234,2662.26,fe8b980a-390,2026-05-20 23:01:55
17973,2392,160,2901.6,d3300ee2-0c9,2026-02-07 05:52:43
17974,4732,1249,2452.73,fc034d8e-586,2026-04-15 03:54:52
17975,4485,120,733.9,39789e65-ea2,2026-04-22 06:49:27
17976,7225,1129,105.31,fea922b6-ebf,2026-02-27 17:57:41
17977,3661,1638,2511.33,604e41a7-bd4,2026-01-08 16:41:24
17978,13651,847,1512.62,d9fc5839-e71,2026-04-20 00:43:46
17979,7730,777,921.39,82faee0e-3a3,2026-04-26 02:34:17
17980,7993,1086,1273.62,23465b1e-cae,2026-03-25 09:11:55
17981,16946,131,2959.27,2143a909-012,2026-05-21 23:33:44
17982,3743,51,1486.6,c15f1ac7-2e8,2026-05-29 11:28:18
17983,19770,1600,1025.39,e107b4a5-146,2026-05-29 07:08:33
17984,1085,357,1503.45,3a9dfc53-0ce,2026-06-09 05:13:53
17985,13626,771,1732.11,5fd881f6-555,2026-05-06 00:17:11
17986,19400,344,2836.74,db167ac2-e1e,2026-03-04 09:24:22
17987,8372,1096,347.98,844f133c-f83,2026-04-04 02:00:52
17988,8634,1158,2591.91,32ccdb8b-2ca,2026-03-07 17:02:08
17989,421,737,23.53,883a7f47-96c,2026-03-25 14:10:31
17990,17008,1677,2491.98,22b4d149-102,2026-02-17 05:57:49
17991,3170,1283,1209.46,9906ce41-2bb,2026-04-24 02:03:51
17992,16611,1994,1508.6,f1f1c59a-655,2026-01-25 08:20:31
17993,2450,139,2259.51,022d7077-272,2026-03-23 16:45:40
17994,5339,1513,1448.23,9a4b716e-330,2026-06-05 06:20:10
17995,11699,703,52.13,9c8b9f28-6e2,2026-05-12 22:41:02
17996,5909,356,492.6,6697b5a6-448,2026-06-12 16:41:32
17997,15800,1553,921.83,23b05689-490,2026-03-23 17:46:08
17998,11155,474,98.33,ed6fd521-a5d,2026-03-19 02:49:45
17999,7178,1057,652.76,cd4ca730-06d,2026-01-29 12:53:01
18000,19591,1949,478.7,1add3d69-c29,2026-05-12 15:12:50
18001,8744,169,1801.59,2130802f-1d8,2026-02-19 07:20:40
18002,545,1799,784.37,35f51620-239,2026-06-11 13:35:38
18003,5843,1057,2287.37,2024c7e3-e7e,2026-06-01 15:38:54
18004,8791,1756,72.95,2e013d1c-b99,2026-06-29 04:56:34
18005,12668,561,1348.96,979c9f8e-98d,2026-06-19 06:44:07
18006,11450,427,2930.3,ccb4334b-7ec,2026-06-25 03:17:56
18007,8779,1481,2196.55,4dbec0b0-fe8,2026-06-06 18:11:21
18008,5849,1420,2995.63,11f08b7f-16a,2026-05-25 19:01:08
18009,14795,252,2570.06,fb44e4d7-84a,2026-05-09 10:40:26
18010,1086,625,764.83,722aed3f-d09,2026-01-15 00:39:57
18011,10346,967,2432.65,94ae3d4d-f24,2026-06-18 01:07:54
18012,15674,1327,2939.65,c83d5fae-1f1,2026-01-11 04:30:40
18013,6703,1901,838.35,f4525d31-c73,2026-01-26 03:23:35
18014,3004,311,1593.95,e7cce357-0ad,2026-02-03 00:47:38
18015,19659,1179,804.99,0982db77-751,2026-01-21 21:37:39
18016,18824,812,492.23,dcea50a8-31f,2026-02-19 01:04:39
18017,5243,1742,2987.0,37f7ebec-9d5,2026-03-19 10:36:07
18018,2492,1018,1894.35,46caa4af-549,2026-05-09 09:17:34
18019,292,1218,2569.38,e961410c-dc9,2026-04-24 04:51:53
18020,6873,1971,2056.42,a10a1b9d-edf,2026-04-18 01:23:49
18021,14152,535,1289.55,1b24121a-f82,2026-06-09 07:13:47
18022,14432,1764,2936.36,4a5ce027-933,2026-05-14 08:55:58
18023,12735,510,616.57,6cabb937-4a7,2026-03-30 23:14:15
18024,15557,489,2889.73,d88e3b21-170,2026-05-28 11:20:38
18025,4878,894,2515.46,e40e49f2-4fa,2026-05-09 23:53:04
18026,1550,1465,347.76,c6a92e29-1cf,2026-03-07 03:14:51
18027,6126,264,18.21,424c6e12-4e9,2026-01-27 10:51:19
18028,11056,1429,1623.73,fe011f75-087,2026-02-06 18:31:51
18029,16804,264,81.82,3afb9c2d-b85,2026-03-27 14:05:34
18030,19457,217,1742.72,c625404e-125,2026-04-03 08:21:39
18031,17250,1921,1281.71,149c28ca-9f7,2026-01-03 15:06:51
18032,10753,312,2008.34,6200a136-0f7,2026-03-26 08:26:49
18033,11868,1679,80.1,8382341c-585,2026-02-05 22:22:02
18034,2385,708,800.87,3e3f414c-2ee,2026-02-20 21:35:13
18035,5618,351,2146.99,29e692bb-503,2026-01-22 17:17:02
18036,10829,722,2547.34,a9adb739-35c,2026-05-10 07:10:23
18037,1822,858,1431.33,1b07cc1f-83c,2026-05-08 11:50:29
18038,15985,1586,346.34,91b1d473-44a,2026-03-04 18:20:19
18039,11053,1558,1060.51,da133abf-7b6,2026-01-30 22:52:29
18040,11904,842,658.31,fbe9f0b9-e6e,2026-04-29 19:08:08
18041,739,1145,1819.47,1ae8c3a2-2bc,2026-04-20 12:05:10
18042,11622,904,224.41,b66e02dd-c83,2026-05-25 22:25:43
18043,13941,667,1864.95,298e1ce9-a8e,2026-04-27 09:53:15
18044,16872,219,701.89,438ba4c8-c32,2026-04-15 11:38:39
18045,18337,675,1746.97,4e40f1d6-5f6,2026-01-29 16:22:47
18046,1273,356,171.41,3d499681-be8,2026-02-02 04:41:38
18047,1043,388,176.94,d0bfaeb3-656,2026-06-09 11:14:56
18048,4651,1312,1934.41,a54f5234-8f1,2026-05-16 03:11:37
18049,18746,1294,2798.27,1292745b-18a,2026-05-16 17:17:17
18050,6644,1420,725.57,d3ecd991-48a,2026-02-13 18:03:02
18051,11488,1991,1344.89,798f536a-9f1,2026-06-14 04:24:05
18052,6656,515,355.14,85fe941a-700,2026-03-04 05:19:01
18053,10608,477,2954.08,4d974e69-95d,2026-02-26 07:59:14
18054,13740,113,1246.15,a6260d1d-5b6,2026-03-05 01:55:11
18055,6586,155,2623.37,6fb48c49-09d,2026-04-18 10:55:42
18056,17253,1725,1272.83,abb68f94-e3d,2026-04-23 00:18:07
18057,5946,1657,695.86,3422edc7-265,2026-01-08 16:15:55
18058,17596,804,402.39,8b3cc467-88b,2026-03-21 15:24:30
18059,19467,502,2637.11,adee1eee-bcc,2026-06-05 03:58:42
18060,11232,1347,1783.81,d50c031c-c00,2026-06-21 09:29:37
18061,19596,536,22.55,f03b928f-e25,2026-05-28 18:45:32
18062,9113,1499,1258.73,6f72a117-d1d,2026-06-11 00:00:39
18063,15015,1127,1999.78,c6d19bb6-55c,2026-06-21 13:44:36
18064,18872,530,2554.53,36b25214-e91,2026-02-14 13:12:15
18065,14933,1842,912.31,8750655a-352,2026-02-26 03:23:42
18066,5631,1592,2218.47,65baa4cb-7d5,2026-03-31 18:25:16
18067,16805,118,996.69,8703c7c6-608,2026-05-22 22:53:25
18068,2696,176,2635.94,dc3e6534-cf7,2026-05-11 04:14:57
18069,7823,1221,1333.7,19011b19-725,2026-04-15 20:07:17
18070,7713,482,1321.93,8f83c7c0-839,2026-05-20 09:44:40
18071,12501,997,1067.35,7460f6a3-c91,2026-02-27 07:28:44
18072,16508,1551,2061.9,2f11400e-e64,2026-06-15 22:25:21
18073,4083,1709,1283.82,4be7f801-579,2026-06-14 04:15:51
18074,3228,1400,557.51,1532c019-ef7,2026-01-30 04:50:13
18075,2214,570,1719.08,a54a1df5-fab,2026-05-23 12:01:52
18076,5371,629,2804.27,18ec0dec-da6,2026-01-25 02:16:02
18077,12465,507,2290.86,1b5b58fa-511,2026-03-21 06:30:17
18078,7213,1747,2790.28,056d15b7-c89,2026-02-21 21:23:53
18079,13236,350,896.85,74bcad6d-54e,2026-06-15 06:36:17
18080,13318,685,2348.4,4af01f1c-39e,2026-01-02 21:15:38
18081,13884,1675,1908.33,c290a914-21b,2026-02-24 18:26:20
18082,8414,319,2706.87,4707f5b4-b0d,2026-01-28 04:26:23
18083,14588,328,2579.11,bb6ebb4f-43b,2026-02-06 19:20:01
18084,15474,312,598.29,d3e1db37-b10,2026-04-01 11:17:48
18085,11167,1606,1846.4,c3e264d1-524,2026-01-17 15:39:34
18086,15268,1676,1218.37,fd8a8c2e-332,2026-02-21 01:39:07
18087,18053,1949,2377.79,f168a2f4-d33,2026-05-06 23:11:35
18088,18580,74,2230.44,3f80d42e-bd0,2026-02-27 13:43:47
18089,9829,10,929.1,4f9fe5f4-890,2026-06-05 19:47:21
18090,16733,1242,331.48,432aa07d-440,2026-01-31 04:25:27
18091,3065,1838,1936.45,b1816fc8-d79,2026-03-10 10:58:13
18092,16215,756,434.28,51c43fab-06e,2026-05-14 03:10:48
18093,17296,1328,2341.24,cc2e3fa2-b2e,2026-02-19 21:29:53
18094,2256,1456,888.25,390f2547-1f9,2026-01-10 17:46:12
18095,1202,267,1416.18,1c4ec68b-8e4,2026-02-14 19:37:51
18096,8919,1434,1730.03,70e428df-2eb,2026-02-10 12:20:31
18097,8793,1871,1059.12,2cb59f4d-de5,2026-01-16 08:00:00
18098,19291,223,242.49,f9f171eb-9a0,2026-03-11 05:39:40
18099,2506,82,2156.53,fbe78719-eca,2026-04-11 01:45:19
18100,4099,695,2500.43,a6183a4a-238,2026-06-04 16:58:21
18101,5203,1429,2239.91,3e09ee17-2a5,2026-02-19 03:01:39
18102,16246,1075,31.25,5dd80e37-c9e,2026-01-06 11:58:18
18103,11163,1511,2549.2,d7bbdf39-1e0,2026-03-01 20:53:05
18104,17192,1098,2927.96,f4a4df5c-937,2026-03-24 09:09:28
18105,7498,729,1051.17,8ee786a1-07f,2026-03-21 20:11:27
18106,18899,1987,2171.03,56e16ad3-d39,2026-03-20 04:07:39
18107,2752,1681,335.02,89395407-5df,2026-04-22 20:12:26
18108,5308,1320,2562.41,21bb8a30-073,2026-04-28 11:09:38
18109,9419,1580,488.41,e7a27db0-ae6,2026-02-15 08:32:33
18110,6578,309,2661.52,1b7b6e82-508,2026-03-28 15:12:11
18111,1922,1856,2675.08,90e5d2ed-365,2026-04-23 11:55:24
18112,19575,1745,1533.75,ebcaa5f5-314,2026-01-25 15:24:09
18113,6587,859,1308.34,da230610-8f7,2026-06-15 18:21:36
18114,4757,743,1942.42,dbd5b0d0-37f,2026-05-15 01:32:17
18115,16357,1457,1390.7,0e05230a-e07,2026-03-07 00:40:49
18116,16195,7,1905.79,c37a552e-5c6,2026-03-21 09:59:48
18117,4357,1772,1081.33,0a82cddc-6ff,2026-03-05 06:22:15
18118,15027,1075,493.26,e8110b5b-d09,2026-01-31 15:50:08
18119,18484,600,971.0,360b48a4-2bc,2026-06-04 18:33:03
18120,351,1787,1167.75,4f984c52-46e,2026-01-08 16:51:59
18121,10162,1487,848.92,2bffc140-c0e,2026-02-18 12:43:44
18122,11279,1678,1029.96,82599975-565,2026-03-10 00:23:22
18123,11107,1243,2303.28,e3b528d2-7fd,2026-02-18 20:07:05
18124,18669,850,1156.59,f84cb1d0-3be,2026-03-10 22:44:33
18125,9519,1918,130.25,953522d9-e8c,2026-03-29 14:10:29
18126,17880,866,752.12,b4d12150-14a,2026-01-04 03:23:16
18127,9273,80,1572.51,77d563c2-658,2026-03-08 00:12:27
18128,1899,369,2306.84,789713b2-5dc,2026-05-11 06:33:00
18129,3715,1901,2789.59,fd18b4ea-df2,2026-06-27 06:18:50
18130,13154,1936,1644.09,162a9132-f7b,2026-06-12 05:38:04
18131,17174,248,2566.55,9cb777a8-445,2026-01-02 20:31:34
18132,18301,1342,830.86,ef5c687f-97b,2026-06-23 19:10:27
18133,10083,1155,1461.64,4a76c492-79a,2026-01-28 19:16:51
18134,3505,1834,1005.55,d018102e-f20,2026-03-10 15:44:50
18135,9410,827,678.0,fc7f07d4-133,2026-02-28 17:33:35
18136,10069,1939,2287.69,63472a17-c0d,2026-01-08 05:05:59
18137,18655,1473,1797.3,addf8044-5c6,2026-06-27 22:18:56
18138,15691,56,2966.28,f5cc61f0-fbd,2026-06-27 12:48:20
18139,8013,233,263.72,07491605-ee6,2026-02-06 09:56:09
18140,3177,120,2537.25,29b71ce3-2d6,2026-05-17 11:55:40
18141,15470,546,1770.2,ad46dfce-58f,2026-05-24 00:46:33
18142,11717,544,2059.26,dd53a26e-e69,2026-02-02 16:12:03
18143,10968,262,1436.18,5ad5b52e-e24,2026-05-23 06:41:42
18144,7498,1199,538.4,3c44a123-29d,2026-03-25 17:28:13
18145,11288,917,2658.05,e89ab9b6-7ab,2026-03-14 11:50:07
18146,6614,502,2114.34,d8395895-06e,2026-01-14 23:00:49
18147,19499,1740,1321.36,0a895e87-5c0,2026-06-25 17:14:29
18148,5828,1159,527.64,976d4cbb-441,2026-03-28 12:09:00
18149,912,992,2111.07,d54cc25b-f54,2026-02-26 12:55:46
18150,8052,100,2084.18,91734491-571,2026-05-20 15:23:47
18151,15974,213,174.75,7b794456-6be,2026-05-01 15:01:07
18152,18206,1135,2386.93,750b1f91-256,2026-02-17 08:16:58
18153,18536,676,2519.97,76ed7534-3b3,2026-01-23 19:32:12
18154,13026,577,1455.2,8b3176f3-c3d,2026-01-17 20:49:01
18155,600,1479,1699.02,0d116521-81d,2026-04-11 08:12:13
18156,19445,162,1861.94,d07cb065-27b,2026-05-19 03:11:54
18157,5999,1276,877.5,a461f6e9-f67,2026-03-06 13:45:28
18158,4600,1886,489.2,4cf682d7-52a,2026-03-20 07:53:33
18159,8201,1711,1830.65,f16aefc8-147,2026-06-12 03:15:45
18160,2702,724,736.54,f2256a44-0d1,2026-06-22 00:08:26
18161,14653,886,1420.71,68acf773-2b5,2026-05-19 09:10:19
18162,11061,657,2523.79,b14752e1-c52,2026-03-24 04:56:08
18163,9289,1490,2499.51,cef0a1fd-f59,2026-03-20 11:29:31
18164,4275,647,2496.84,1b0a5deb-aaa,2026-06-13 15:49:41
18165,6919,1999,1381.51,8961af28-5c4,2026-03-18 02:05:01
18166,3004,264,2589.88,d48d6938-48c,2026-03-12 12:35:23
18167,9784,1504,2554.31,6b9f17b7-d95,2026-06-01 02:17:22
18168,2829,1659,1992.87,c0b2aa7c-afc,2026-03-08 11:54:50
18169,19983,573,2460.24,a54573bf-503,2026-05-14 18:58:26
18170,14559,437,2889.17,44cfc631-d24,2026-01-22 04:16:00
18171,11850,859,1636.39,aa9bc2cc-94d,2026-02-04 21:30:08
18172,12813,364,2611.27,9e23ea70-14a,2026-06-04 00:20:57
18173,18046,1037,579.53,a33c1117-e8a,2026-06-25 13:51:20
18174,1210,813,2280.56,30f73c8f-928,2026-05-09 21:31:15
18175,14973,650,432.5,1865fdbc-79c,2026-02-14 06:45:06
18176,6680,1191,1891.79,3b2ac456-6c8,2026-04-19 08:22:13
18177,17436,1307,714.42,108169c9-732,2026-04-13 19:06:05
18178,8215,926,1553.83,026c7b8a-4bb,2026-05-10 13:53:20
18179,5417,251,74.6,265fc166-9b9,2026-03-20 22:32:27
18180,16569,1224,2262.04,edfc65c3-375,2026-05-09 04:59:35
18181,12648,521,769.76,39a0753f-f46,2026-02-08 01:02:00
18182,5541,269,1051.47,81de35d3-515,2026-02-01 04:10:57
18183,16375,783,149.28,ef749787-7d1,2026-01-14 17:43:20
18184,15786,1029,2240.0,60a930bc-918,2026-01-06 05:28:57
18185,6722,530,2958.51,17edc81e-ffb,2026-03-24 01:55:16
18186,6411,306,2371.21,e130a2dc-dbd,2026-01-21 01:09:08
18187,9710,964,2436.52,fc778344-e1d,2026-06-03 18:24:34
18188,10684,174,1759.64,10fc6f29-024,2026-05-11 22:36:52
18189,1281,273,2769.32,c1b64aee-1b0,2026-05-13 19:05:14
18190,8882,753,2506.24,9035548a-c5f,2026-05-07 16:55:25
18191,19363,58,974.74,c21455eb-3cd,2026-05-01 13:23:44
18192,867,711,2924.84,7cb82c98-d2c,2026-01-22 08:00:28
18193,10357,988,284.42,5b5633e6-747,2026-03-08 15:19:04
18194,687,1202,1310.22,57c879a6-df9,2026-04-08 06:15:33
18195,117,547,861.99,30294ed8-7b4,2026-03-12 11:41:24
18196,8823,354,757.83,3f2d236d-9e2,2026-01-26 04:46:13
18197,2857,131,1836.63,33e4acad-167,2026-01-15 04:11:00
18198,17839,1477,1350.83,eef906f7-91d,2026-02-26 10:03:59
18199,5725,640,1659.89,a120eb7f-08a,2026-01-24 03:18:24
18200,7015,1104,1560.15,a0010c31-a21,2026-04-13 00:43:24
18201,5295,916,2359.6,7b68cdae-8db,2026-01-11 14:09:28
18202,17014,979,251.86,f828488e-95e,2026-02-23 22:02:24
18203,2563,1945,563.78,1047d04c-0e1,2026-06-26 04:34:04
18204,9709,1264,2479.05,9df1ec5c-aeb,2026-06-24 07:46:18
18205,6526,1184,13.24,135e3785-75d,2026-01-05 06:44:48
18206,12854,1660,2972.64,fc75f63a-93c,2026-03-20 03:04:38
18207,12825,133,2911.73,a9e00098-671,2026-01-15 10:13:32
18208,12614,64,767.58,7c3846fd-818,2026-05-22 10:53:27
18209,17907,762,1066.24,c4e01498-dfd,2026-05-23 10:30:17
18210,12675,1209,491.1,f04d7614-37e,2026-03-09 03:55:22
18211,7620,486,2790.77,6a4e04b6-ef4,2026-05-26 16:43:15
18212,5170,1032,434.82,00591d1c-0db,2026-02-23 05:07:31
18213,17191,1759,1468.91,25258031-15d,2026-03-14 04:40:19
18214,3068,204,1552.15,91d28097-c21,2026-03-12 22:29:12
18215,377,37,413.02,7feba23f-9cc,2026-04-12 15:54:04
18216,13360,981,1318.36,3a366236-2c1,2026-04-02 11:37:22
18217,8850,1311,1635.93,db26b179-59b,2026-05-24 05:24:31
18218,16270,432,2067.21,584801a4-ba7,2026-02-17 04:41:14
18219,3086,874,1370.28,920d86d7-0ac,2026-03-26 06:16:57
18220,7050,444,1457.72,9d6bff02-48c,2026-03-24 10:02:41
18221,14859,1495,2646.63,fb6fcf94-0ac,2026-04-15 04:54:25
18222,12412,1045,2760.81,86e0d00f-1f1,2026-06-17 03:27:20
18223,3655,676,1839.36,1cfa9e2e-996,2026-06-14 19:30:35
18224,7581,1255,120.14,a81a8fe2-b06,2026-02-05 16:03:32
18225,516,1671,1699.78,d0fad97c-d6d,2026-06-20 00:48:59
18226,14290,1021,2099.82,89385a62-afa,2026-06-05 02:12:05
18227,12049,866,993.32,d2d06806-fdf,2026-06-09 11:21:43
18228,17493,1997,2970.48,02bce74a-2bf,2026-04-22 23:18:18
18229,11260,1546,837.37,c4998820-e76,2026-05-23 12:28:07
18230,19777,886,2187.33,6dbefdf6-1e2,2026-03-30 08:27:42
18231,15286,66,2509.31,b4778b59-566,2026-05-21 08:28:07
18232,14737,1486,802.81,238d0da7-304,2026-06-20 18:37:50
18233,19809,786,1417.85,6533ef9e-b4b,2026-06-14 14:45:46
18234,1328,1233,1815.38,e07a3a3c-a9a,2026-06-23 11:17:27
18235,16498,1262,1137.87,0c4c5c33-3f4,2026-01-23 11:15:03
18236,18643,1664,2721.19,d54f00d0-0ab,2026-03-09 14:40:42
18237,10855,451,2878.12,52a25bb2-ffd,2026-04-02 01:33:02
18238,17151,1477,2900.78,eea25194-113,2026-06-06 12:51:49
18239,18179,1995,2277.78,a4ea404f-f34,2026-03-18 02:19:46
18240,9322,935,2978.49,2b49c379-4b4,2026-03-07 13:05:56
18241,18058,922,2176.05,cd754ac1-c39,2026-02-27 22:06:07
18242,2638,246,948.4,c08a9c97-74d,2026-05-23 11:24:28
18243,8224,705,2813.5,838b755c-39d,2026-01-24 22:23:04
18244,9445,232,1431.02,5706ea4a-7fe,2026-03-23 18:10:48
18245,9101,187,2472.35,1a4e0444-716,2026-04-08 11:39:42
18246,3804,1640,832.78,a3377ba6-dcd,2026-02-08 04:44:36
18247,12892,291,2621.54,c73bed1d-2c0,2026-03-17 15:26:56
18248,16305,138,2274.96,b2fa558c-c15,2026-03-10 20:01:42
18249,14703,562,1442.46,f1661106-445,2026-06-02 22:43:24
18250,13865,764,1311.71,4df9ff9f-3f4,2026-01-13 18:40:58
18251,15342,428,402.98,e266e44e-5dd,2026-04-12 07:14:39
18252,10454,1939,30.94,abe10871-ef7,2026-04-27 02:37:06
18253,5269,1319,1676.28,0b61aedb-d26,2026-06-01 14:19:05
18254,10866,1551,2720.21,582c9dcc-417,2026-06-22 12:47:13
18255,17353,1670,234.83,6d44431e-b25,2026-05-26 09:23:20
18256,16158,857,877.48,67ad17e3-808,2026-03-22 00:53:55
18257,190,15,1420.96,b0f1b3b8-5b8,2026-03-03 04:36:04
18258,6789,188,1986.57,8ba1343e-d33,2026-04-09 10:59:36
18259,9437,547,267.61,870abc96-b93,2026-03-19 19:44:59
18260,10885,1260,483.37,e9e62c43-69c,2026-03-05 23:56:55
18261,11444,1630,2772.2,64ac52d6-bec,2026-03-22 03:37:15
18262,12953,375,2746.13,69d6a0a6-fc5,2026-01-07 11:10:56
18263,12963,1728,2934.97,93a32c4a-155,2026-05-14 18:18:40
18264,14462,974,79.41,5379b697-15b,2026-01-31 03:02:59
18265,2785,775,618.02,19a639da-d4b,2026-04-13 15:49:25
18266,9367,1678,2956.97,41a05fba-fe8,2026-01-05 21:47:48
18267,18903,902,541.95,6599f005-185,2026-01-31 04:17:11
18268,12953,1026,2057.14,d04c21b9-383,2026-03-03 00:34:40
18269,5914,1950,1595.39,7467fe09-79e,2026-03-22 09:47:57
18270,2623,1615,1919.15,15265ac9-e55,2026-01-26 16:00:03
18271,11806,821,892.47,f6038c31-44d,2026-04-16 01:50:34
18272,14104,793,2976.88,03457189-006,2026-02-16 00:32:06
18273,2513,1706,2624.04,bc8a8562-0dd,2026-05-24 10:34:01
18274,3924,365,737.89,60f4a38a-d66,2026-05-23 20:48:06
18275,2428,623,2501.5,db2f505d-3ed,2026-05-17 19:18:28
18276,10566,808,1946.6,943a1876-11c,2026-03-23 15:21:04
18277,1137,1518,968.12,fe6fd7b3-ab0,2026-01-22 18:22:56
18278,3060,49,1698.88,79fc599d-cf9,2026-02-02 05:38:23
18279,5142,1332,2020.06,24fcfbff-836,2026-02-05 01:32:50
18280,1941,672,323.08,ecbe15df-123,2026-02-05 11:38:11
18281,14693,771,877.18,f264a1cb-ee2,2026-06-24 09:45:39
18282,7155,1424,2381.45,a87f0e39-c94,2026-03-01 06:26:07
18283,13924,560,1829.64,16c18c86-9e7,2026-06-04 10:54:02
18284,672,1589,1119.07,8ab81ea2-f5b,2026-05-14 09:21:19
18285,880,1343,1389.03,2a7538f0-a6d,2026-02-15 15:20:52
18286,16483,338,1519.04,3ea19756-dcf,2026-01-07 23:03:55
18287,8161,1434,2343.7,24b49a9c-1cf,2026-04-29 08:07:25
18288,9902,759,2948.99,52acf88b-7e7,2026-04-21 22:03:11
